,Montreal,Vancouver,Ottawa,Toronto,Victoria,St. John's,Edmonton,Calgary,Moncton,Fredericton,Quebec,Regina,Saskatoon,Winnipeg,Halifax
2020-08-18,43,3,12,28,4,2,4,5,0,42,0.0,2.0,1.0,1.0,0.0
2020-08-19,44,4,13,0,5,3,5,6,1,0,0.0,3.0,2.0,2.0,0.0
2020-08-20,0,5,0,0,6,4,6,7,2,1,0.0,4.0,3.0,3.0,0.0
2020-08-21,0,6,1,1,7,5,7,8,3,2,1.0,5.0,4.0,4.0,0.0
2020-08-22,1,7,2,2,8,6,8,9,0,3,0.0,6.0,0.0,5.0,0.0
2020-08-23,2,8,3,3,9,7,9,10,1,4,1.0,0.0,0.0,6.0,0.0
2020-08-24,3,9,4,4,10,8,10,11,2,5,2.0,0.0,0.0,0.0,0.0
2020-08-25,4,0,5,5,11,9,11,12,3,6,3.0,1.0,0.0,0.0,0.0
2020-08-26,5,1,6,6,12,10,12,13,4,7,0.0,2.0,0.0,1.0,0.0
2020-08-27,0,2,7,7,13,11,13,14,5,0,0.0,0.0,0.0,0.0,0.0
2020-08-28,1,3,8,8,14,12,0,15,6,1,0.0,0.0,0.0,1.0,0.0
2020-08-29,2,4,9,9,15,13,1,16,7,0,0.0,1.0,1.0,2.0,0.0
2020-08-30,3,0,10,10,0,14,0,17,8,1,0.0,2.0,2.0,3.0,0.0
2020-08-31,4,1,11,11,1,15,0,18,0,0,0.0,0.0,0.0,0.0,0.0
2020-09-01,5,2,12,12,2,16,1,19,0,0,1.0,0.0,1.0,0.0,0.0
2020-09-02,6,3,13,13,3,17,2,20,1,1,2.0,0.0,0.0,1.0,0.0
2020-09-03,7,4,14,14,4,18,3,21,2,2,3.0,0.0,0.0,0.0,0.0
2020-09-04,8,5,15,0,5,19,4,22,3,3,4.0,0.0,0.0,0.0,0.0
2020-09-05,9,6,16,1,6,20,5,23,4,4,5.0,1.0,1.0,0.0,0.0
2020-09-06,10,7,17,2,7,21,6,24,5,5,0.0,2.0,2.0,0.0,0.0
2020-09-07,11,8,18,3,8,22,7,25,6,0,0.0,0.0,0.0,0.0,0.0
2020-09-08,12,0,19,4,9,23,8,26,7,1,1.0,0.0,0.0,0.0,0.0
2020-09-09,13,1,20,5,10,24,0,27,8,2,2.0,0.0,0.0,0.0,0.0
2020-09-10,14,2,21,6,11,25,1,28,9,3,3.0,0.0,0.0,0.0,0.0
2020-09-11,0,3,22,7,12,26,2,29,0,4,0.0,0.0,1.0,0.0,0.0
2020-09-12,1,4,0,8,13,0,3,30,0,0,0.0,1.0,0.0,0.0,0.0
2020-09-13,2,5,1,9,14,1,4,31,1,1,1.0,0.0,0.0,0.0,0.0
2020-09-14,3,6,2,10,15,2,5,32,2,0,0.0,0.0,1.0,0.0,0.0
2020-09-15,4,7,0,0,16,3,0,33,0,0,0.0,0.0,2.0,0.0,0.0
2020-09-16,5,8,1,1,17,4,0,34,0,1,0.0,0.0,0.0,0.0,0.0
2020-09-17,6,9,2,2,18,5,1,35,1,2,0.0,0.0,0.0,0.0,0.0
2020-09-18,7,10,0,3,19,6,2,36,2,3,0.0,0.0,0.0,0.0,0.0
2020-09-19,8,11,0,0,20,7,3,37,3,4,0.0,0.0,0.0,0.0,0.0
2020-09-20,0,12,1,1,21,0,4,38,0,0,0.0,1.0,1.0,0.0,0.0
2020-09-21,0,13,0,0,22,1,5,39,0,0,1.0,2.0,2.0,0.0,0.0
2020-09-22,0,14,0,0,23,2,6,40,0,0,0.0,3.0,3.0,0.0,0.0
2020-09-23,1,15,1,1,24,3,7,41,1,1,0.0,4.0,0.0,0.0,0.0
2020-09-24,2,16,2,2,25,4,8,42,2,2,0.0,5.0,1.0,0.0,0.0
2020-09-25,3,17,3,3,26,5,9,43,3,3,0.0,6.0,2.0,1.0,0.0
2020-09-26,4,18,4,4,27,6,10,44,4,4,0.0,0.0,3.0,2.0,0.0
2020-09-27,5,19,5,5,28,7,11,45,5,5,1.0,1.0,4.0,3.0,0.0
2020-09-28,6,20,6,6,29,8,12,46,6,6,2.0,2.0,0.0,4.0,1.0
2020-09-29,7,21,7,7,30,9,13,47,7,7,3.0,3.0,0.0,5.0,2.0
2020-09-30,8,22,8,8,31,10,14,48,8,8,4.0,4.0,0.0,6.0,3.0
2020-10-01,9,23,9,9,32,11,15,49,9,9,0.0,0.0,0.0,7.0,4.0
2020-10-02,10,24,10,10,33,12,16,50,10,10,1.0,1.0,1.0,0.0,5.0
2020-10-03,11,25,11,0,34,13,17,51,11,11,2.0,2.0,0.0,0.0,6.0
2020-10-04,12,26,12,1,35,14,18,52,12,12,3.0,3.0,1.0,0.0,7.0
2020-10-05,13,27,13,2,36,15,19,53,13,13,4.0,4.0,2.0,1.0,8.0
2020-10-06,14,28,14,0,37,16,20,54,14,14,5.0,5.0,3.0,0.0,9.0
2020-10-07,15,0,15,1,38,17,21,55,15,15,0.0,6.0,0.0,0.0,0.0
2020-10-08,0,1,16,0,39,18,22,56,16,16,0.0,7.0,1.0,0.0,0.0
2020-10-09,0,2,0,0,40,19,23,57,17,17,0.0,8.0,2.0,1.0,0.0
2020-10-10,1,3,1,1,41,20,24,58,18,18,1.0,9.0,3.0,2.0,1.0
2020-10-11,2,4,2,2,42,21,25,59,0,0,0.0,10.0,4.0,3.0,0.0
2020-10-12,0,5,3,3,43,22,26,60,0,0,0.0,11.0,5.0,0.0,0.0
2020-10-13,1,6,4,4,44,0,27,61,0,0,1.0,12.0,6.0,1.0,0.0
2020-10-14,2,7,5,5,45,0,28,62,1,1,2.0,0.0,0.0,0.0,1.0
2020-10-15,3,8,6,6,46,1,29,0,2,2,3.0,0.0,0.0,0.0,2.0
2020-10-16,4,9,7,7,47,2,0,0,3,3,4.0,0.0,0.0,0.0,3.0
2020-10-17,5,10,8,8,48,3,0,0,4,4,0.0,0.0,0.0,0.0,0.0
2020-10-18,6,11,9,9,49,4,0,0,5,5,0.0,0.0,0.0,0.0,0.0
2020-10-19,7,12,10,10,50,5,0,0,6,6,1.0,0.0,0.0,0.0,0.0
2020-10-20,8,13,11,11,51,6,0,1,7,7,2.0,1.0,0.0,0.0,1.0
2020-10-21,9,14,12,12,0,7,1,0,8,8,3.0,2.0,0.0,0.0,2.0
2020-10-22,10,15,13,13,0,8,2,0,9,9,4.0,0.0,0.0,0.0,3.0
2020-10-23,11,16,14,14,1,9,0,0,10,10,5.0,0.0,0.0,0.0,0.0
2020-10-24,12,0,15,15,2,10,0,0,11,11,0.0,0.0,0.0,1.0,0.0
2020-10-25,13,0,16,16,0,11,0,0,12,12,0.0,0.0,0.0,0.0,0.0
2020-10-26,14,1,17,17,0,12,1,1,0,13,0.0,0.0,0.0,0.0,0.0
2020-10-27,15,2,18,18,0,13,2,2,1,14,0.0,1.0,1.0,0.0,0.0
2020-10-28,16,3,19,19,1,14,3,3,2,15,0.0,2.0,2.0,1.0,0.0
2020-10-29,17,4,20,20,2,15,4,4,3,16,0.0,3.0,3.0,0.0,1.0
2020-10-30,0,5,0,0,3,16,5,5,4,17,0.0,4.0,4.0,1.0,0.0
2020-10-31,0,6,0,0,4,0,0,6,5,0,0.0,0.0,0.0,2.0,0.0
2020-11-01,1,7,1,1,5,0,1,7,0,0,0.0,0.0,0.0,0.0,0.0
2020-11-02,0,8,2,2,0,1,2,8,1,1,0.0,1.0,1.0,1.0,0.0
2020-11-03,1,9,3,3,1,2,3,9,0,0,0.0,2.0,2.0,2.0,0.0
2020-11-04,2,10,4,4,2,0,4,10,0,0,0.0,3.0,3.0,3.0,0.0
2020-11-05,0,11,5,5,3,1,5,11,1,1,1.0,4.0,4.0,4.0,0.0
2020-11-06,1,12,6,6,4,2,6,12,2,2,2.0,5.0,5.0,5.0,1.0
2020-11-07,2,13,7,7,5,3,7,13,3,3,3.0,6.0,6.0,6.0,2.0
2020-11-08,3,0,8,8,0,4,8,14,4,4,4.0,7.0,7.0,7.0,3.0
2020-11-09,4,0,9,9,0,5,9,15,5,5,5.0,8.0,0.0,8.0,4.0
2020-11-10,5,1,10,10,0,6,10,16,6,6,6.0,0.0,1.0,9.0,5.0
2020-11-11,6,0,11,11,0,7,11,17,7,7,7.0,1.0,0.0,10.0,6.0
2020-11-12,7,1,12,12,1,8,12,18,8,8,8.0,0.0,0.0,11.0,7.0
2020-11-13,8,2,13,13,2,9,13,19,9,9,9.0,1.0,1.0,0.0,8.0
2020-11-14,9,3,14,14,3,10,14,20,10,10,10.0,2.0,0.0,1.0,9.0
2020-11-15,10,4,15,15,4,11,15,21,11,11,11.0,0.0,0.0,0.0,0.0
2020-11-16,11,5,16,16,5,12,16,22,12,12,12.0,1.0,1.0,1.0,1.0
2020-11-17,12,6,17,17,6,13,17,23,13,13,13.0,2.0,2.0,2.0,2.0
2020-11-18,13,7,18,18,7,14,18,24,14,14,14.0,3.0,3.0,3.0,0.0
2020-11-19,14,8,19,19,8,15,19,25,15,15,15.0,0.0,4.0,4.0,0.0
2020-11-20,15,9,20,20,9,0,20,26,16,16,16.0,0.0,0.0,5.0,1.0
2020-11-21,16,10,21,21,10,1,21,27,17,17,17.0,0.0,0.0,6.0,0.0
2020-11-22,17,11,22,22,11,0,22,28,18,18,18.0,0.0,0.0,0.0,0.0
2020-11-23,18,12,23,23,12,1,23,29,19,19,19.0,0.0,0.0,0.0,1.0
2020-11-24,19,13,24,24,13,2,24,30,20,20,0.0,0.0,1.0,1.0,0.0
2020-11-25,20,14,25,25,14,3,25,31,0,21,0.0,1.0,2.0,2.0,0.0
2020-11-26,21,15,26,26,15,4,26,32,1,22,0.0,0.0,0.0,3.0,1.0
2020-11-27,22,16,27,27,16,5,27,33,2,23,1.0,0.0,0.0,4.0,2.0
2020-11-28,23,17,28,28,17,6,28,34,3,24,2.0,0.0,0.0,5.0,3.0
2020-11-29,24,18,29,29,18,7,29,35,4,25,3.0,0.0,0.0,0.0,4.0
2020-11-30,25,19,30,30,19,8,30,36,5,26,4.0,0.0,1.0,0.0,5.0
2020-12-01,26,20,31,31,20,9,31,37,6,27,5.0,1.0,2.0,1.0,6.0
2020-12-02,27,21,32,32,21,10,32,38,7,28,6.0,0.0,3.0,2.0,7.0
2020-12-03,28,22,33,33,22,11,33,39,8,29,7.0,1.0,4.0,3.0,8.0
2020-12-04,29,23,34,34,23,12,34,40,9,30,8.0,2.0,5.0,0.0,9.0
2020-12-05,30,24,35,35,24,13,35,41,10,31,9.0,3.0,6.0,1.0,10.0
2020-12-06,31,25,36,0,25,14,36,42,11,32,10.0,4.0,7.0,2.0,11.0
2020-12-07,32,26,37,1,26,15,37,43,12,33,11.0,5.0,8.0,3.0,12.0
2020-12-08,33,27,38,2,27,16,38,44,13,34,12.0,6.0,9.0,4.0,13.0
2020-12-09,34,28,39,3,28,17,39,45,14,35,13.0,7.0,10.0,5.0,0.0
2020-12-10,35,29,40,4,29,18,40,46,15,36,14.0,8.0,11.0,6.0,0.0
2020-12-11,36,30,41,5,30,19,41,47,16,37,15.0,9.0,12.0,7.0,1.0
2020-12-12,37,31,42,6,31,20,42,48,17,38,16.0,10.0,13.0,8.0,2.0
2020-12-13,38,32,43,7,32,21,43,49,18,39,17.0,0.0,0.0,9.0,3.0
2020-12-14,39,33,44,8,33,22,44,50,19,40,18.0,1.0,1.0,0.0,4.0
2020-12-15,40,34,45,9,34,23,45,51,20,41,0.0,2.0,2.0,1.0,0.0
2020-12-16,41,35,46,10,35,24,46,52,21,42,0.0,3.0,0.0,2.0,1.0
2020-12-17,42,36,47,11,36,25,47,53,22,43,0.0,0.0,0.0,3.0,0.0
2020-12-18,43,37,48,12,37,26,48,54,23,44,0.0,0.0,0.0,4.0,1.0
2020-12-19,44,38,49,13,38,27,49,55,24,45,0.0,0.0,0.0,0.0,2.0
2020-12-20,45,39,50,14,39,28,50,56,25,46,1.0,1.0,1.0,1.0,3.0
2020-12-21,46,40,51,15,40,29,51,57,26,47,2.0,0.0,2.0,0.0,4.0
2020-12-22,47,41,52,16,0,30,52,58,27,48,3.0,0.0,0.0,0.0,5.0
2020-12-23,48,42,53,17,1,31,53,59,28,0,4.0,0.0,1.0,0.0,0.0
2020-12-24,49,43,54,18,0,32,54,60,29,1,5.0,0.0,2.0,0.0,0.0
2020-12-25,50,44,55,19,1,33,55,61,30,2,6.0,0.0,3.0,1.0,1.0
2020-12-26,51,45,56,20,2,34,56,62,31,3,7.0,1.0,4.0,2.0,2.0
2020-12-27,52,46,57,21,3,35,57,63,32,4,8.0,2.0,5.0,0.0,3.0
2020-12-28,53,47,58,22,4,36,58,64,33,5,9.0,3.0,6.0,0.0,0.0
2020-12-29,54,48,59,23,5,37,59,65,34,6,10.0,4.0,7.0,1.0,0.0
2020-12-30,55,49,60,24,6,38,60,66,35,7,11.0,5.0,8.0,2.0,0.0
2020-12-31,56,50,61,25,7,39,61,67,36,8,12.0,6.0,9.0,3.0,1.0
2021-01-01,57,51,62,26,8,40,62,68,37,9,13.0,7.0,10.0,4.0,0.0
2021-01-02,58,52,63,27,9,41,63,69,38,10,14.0,8.0,11.0,5.0,0.0
2021-01-03,59,53,64,28,10,42,64,70,39,11,15.0,9.0,12.0,0.0,0.0
2021-01-04,60,54,65,29,11,43,65,71,40,12,16.0,0.0,0.0,0.0,0.0
2021-01-05,61,55,66,30,12,44,66,72,41,13,17.0,1.0,1.0,0.0,1.0
2021-01-06,62,56,67,31,13,45,67,73,42,14,18.0,2.0,2.0,1.0,2.0
2021-01-07,63,57,68,32,14,46,68,74,43,15,19.0,3.0,3.0,2.0,3.0
2021-01-08,64,58,69,33,15,47,69,75,44,16,0.0,4.0,4.0,3.0,4.0
2021-01-09,65,59,70,34,16,48,70,76,45,17,1.0,5.0,5.0,4.0,5.0
2021-01-10,66,60,71,35,17,49,71,77,46,18,2.0,6.0,6.0,5.0,6.0
2021-01-11,67,61,72,36,18,50,72,78,47,19,3.0,7.0,7.0,6.0,0.0
2021-01-12,68,62,73,37,19,51,73,79,48,20,4.0,8.0,8.0,7.0,1.0
2021-01-13,69,63,74,38,20,52,74,80,49,21,5.0,9.0,9.0,0.0,2.0
2021-01-14,70,64,75,39,21,53,75,81,50,22,6.0,10.0,10.0,1.0,3.0
2021-01-15,71,65,76,40,22,54,76,82,51,23,7.0,11.0,11.0,2.0,0.0
2021-01-16,72,66,77,41,23,55,77,83,52,24,8.0,12.0,12.0,3.0,1.0
2021-01-17,73,67,78,42,24,56,78,84,53,25,9.0,13.0,13.0,4.0,2.0
2021-01-18,74,0,79,43,0,57,79,85,54,26,10.0,14.0,14.0,5.0,3.0
2021-01-19,75,1,80,44,0,58,80,86,55,27,11.0,15.0,15.0,6.0,4.0
2021-01-20,76,2,81,45,1,59,81,87,56,28,12.0,16.0,16.0,7.0,5.0
2021-01-21,77,3,82,46,2,60,82,88,57,29,13.0,17.0,17.0,8.0,6.0
2021-01-22,78,0,83,47,0,61,83,0,58,30,14.0,18.0,18.0,9.0,7.0
2021-01-23,79,0,84,48,1,62,84,1,59,31,15.0,0.0,0.0,10.0,0.0
2021-01-24,80,1,85,49,2,63,85,2,60,32,0.0,1.0,0.0,11.0,0.0
2021-01-25,81,2,86,50,3,64,0,0,61,33,1.0,0.0,0.0,12.0,1.0
2021-01-26,82,3,87,51,0,65,0,0,62,34,2.0,0.0,0.0,0.0,0.0
2021-01-27,83,4,88,52,1,66,1,1,63,35,3.0,0.0,0.0,0.0,0.0
2021-01-28,84,5,89,53,2,67,0,2,64,36,4.0,1.0,1.0,1.0,0.0
2021-01-29,85,6,90,54,3,68,1,3,65,37,5.0,2.0,2.0,2.0,1.0
2021-01-30,0,7,91,55,4,69,2,4,66,38,6.0,3.0,3.0,3.0,0.0
2021-01-31,1,8,92,56,5,70,3,5,67,39,7.0,4.0,4.0,4.0,0.0
2021-02-01,2,9,0,57,6,71,4,6,68,40,0.0,5.0,5.0,5.0,1.0
2021-02-02,3,10,1,58,7,72,5,7,69,41,1.0,6.0,6.0,6.0,2.0
2021-02-03,4,11,2,59,8,73,6,8,70,42,2.0,7.0,7.0,7.0,3.0
2021-02-04,5,12,3,60,9,74,7,9,71,43,0.0,8.0,8.0,8.0,4.0
2021-02-05,6,13,4,61,10,75,8,10,72,44,1.0,9.0,9.0,9.0,5.0
2021-02-06,7,14,5,62,11,76,0,11,73,45,2.0,0.0,10.0,0.0,6.0
2021-02-07,8,15,6,63,12,77,0,12,74,46,0.0,1.0,0.0,0.0,0.0
2021-02-08,9,16,7,64,13,78,0,13,75,47,1.0,2.0,0.0,0.0,0.0
2021-02-09,10,17,8,65,0,79,1,14,76,48,2.0,3.0,1.0,1.0,1.0
2021-02-10,11,18,9,66,1,80,2,0,77,0,0.0,0.0,0.0,2.0,0.0
2021-02-11,12,19,10,67,2,81,3,0,78,1,0.0,0.0,0.0,0.0,0.0
2021-02-12,13,0,11,68,0,82,4,1,79,2,1.0,0.0,1.0,0.0,0.0
2021-02-13,14,1,12,69,1,83,5,2,80,3,2.0,0.0,0.0,0.0,0.0
2021-02-14,15,2,13,70,2,84,6,3,81,4,3.0,0.0,0.0,0.0,1.0
2021-02-15,16,3,14,71,3,85,7,4,82,5,4.0,1.0,1.0,0.0,2.0
2021-02-16,17,4,15,72,4,86,0,0,83,6,5.0,0.0,0.0,1.0,3.0
2021-02-17,18,5,16,73,0,87,1,1,84,7,6.0,0.0,1.0,0.0,4.0
2021-02-18,19,6,17,74,1,88,2,2,85,8,7.0,1.0,2.0,1.0,5.0
2021-02-19,20,7,18,75,2,89,3,3,0,0,8.0,2.0,3.0,2.0,0.0
2021-02-20,21,8,19,76,3,90,4,4,1,1,9.0,3.0,4.0,3.0,1.0
2021-02-21,22,9,20,77,4,91,5,5,2,2,10.0,4.0,5.0,4.0,2.0
2021-02-22,23,10,21,78,5,92,6,6,3,0,11.0,5.0,6.0,5.0,3.0
2021-02-23,24,11,22,79,6,93,7,7,4,1,12.0,6.0,7.0,6.0,4.0
2021-02-24,25,0,23,80,0,94,8,8,5,2,13.0,7.0,8.0,7.0,5.0
2021-02-25,26,1,24,81,1,95,9,9,6,3,14.0,8.0,9.0,8.0,0.0
2021-02-26,27,2,25,82,2,96,10,10,7,4,15.0,9.0,10.0,9.0,0.0
2021-02-27,28,3,26,83,3,97,11,11,8,5,16.0,0.0,0.0,0.0,0.0
2021-02-28,29,4,27,84,4,98,12,12,9,6,17.0,0.0,0.0,0.0,0.0
2021-03-01,30,5,28,85,5,99,13,13,10,7,18.0,1.0,1.0,0.0,0.0
2021-03-02,0,6,29,86,6,100,14,14,0,8,0.0,2.0,2.0,1.0,0.0
2021-03-03,1,7,30,87,7,101,15,15,1,9,0.0,3.0,3.0,2.0,0.0
2021-03-04,2,8,31,88,8,102,16,16,2,10,0.0,4.0,4.0,3.0,0.0
2021-03-05,3,9,32,89,9,103,17,17,3,11,0.0,5.0,5.0,4.0,0.0
2021-03-06,4,10,33,90,10,104,18,18,4,12,1.0,6.0,6.0,5.0,0.0
2021-03-07,5,11,34,91,11,105,19,19,5,13,2.0,7.0,7.0,6.0,1.0
2021-03-08,0,12,0,92,12,106,20,20,6,14,3.0,8.0,8.0,7.0,0.0
2021-03-09,1,13,1,93,13,107,21,21,7,15,4.0,9.0,9.0,8.0,0.0
2021-03-10,2,14,2,94,14,108,22,22,8,16,5.0,10.0,10.0,9.0,1.0
2021-03-11,3,0,3,95,0,109,23,23,9,17,6.0,11.0,11.0,10.0,2.0
2021-03-12,4,1,4,96,1,110,24,24,10,18,7.0,0.0,12.0,0.0,3.0
2021-03-13,5,2,5,97,2,111,25,25,11,19,8.0,1.0,13.0,1.0,4.0
2021-03-14,6,3,6,98,3,112,26,26,12,20,0.0,2.0,14.0,2.0,0.0
2021-03-15,0,4,0,99,4,113,27,27,0,0,0.0,3.0,15.0,3.0,0.0
2021-03-16,1,5,1,100,5,114,28,28,0,0,1.0,4.0,16.0,4.0,0.0
2021-03-17,2,6,2,101,6,115,29,29,1,1,0.0,5.0,17.0,5.0,0.0
2021-03-18,3,7,3,102,7,116,30,30,2,2,1.0,6.0,18.0,6.0,1.0
2021-03-19,4,8,4,103,8,117,31,31,3,3,2.0,7.0,19.0,7.0,0.0
2021-03-20,5,9,5,104,9,118,32,32,4,4,3.0,8.0,20.0,8.0,0.0
2021-03-21,6,10,6,105,10,119,33,33,5,5,4.0,9.0,21.0,9.0,1.0
2021-03-22,7,11,7,106,11,120,34,34,6,6,5.0,10.0,22.0,0.0,2.0
2021-03-23,8,12,8,107,0,121,35,35,7,7,6.0,0.0,23.0,1.0,3.0
2021-03-24,9,13,9,108,1,122,36,36,8,8,7.0,0.0,24.0,2.0,4.0
2021-03-25,10,14,10,109,2,123,37,37,9,9,8.0,1.0,25.0,3.0,5.0
2021-03-26,11,0,11,110,3,124,38,38,10,10,9.0,2.0,26.0,4.0,6.0
2021-03-27,12,1,12,111,4,125,39,39,11,11,10.0,0.0,0.0,0.0,7.0
2021-03-28,13,0,13,112,0,126,40,40,12,12,11.0,1.0,1.0,0.0,8.0
2021-03-29,14,0,14,113,0,127,41,41,13,13,0.0,0.0,0.0,1.0,9.0
2021-03-30,15,0,15,114,0,128,42,42,14,14,0.0,0.0,0.0,0.0,0.0
2021-03-31,16,0,16,115,1,129,43,43,15,15,1.0,0.0,1.0,0.0,1.0
2021-04-01,17,1,17,116,2,130,44,44,16,16,2.0,1.0,2.0,0.0,2.0
2021-04-02,18,2,18,0,3,131,45,45,17,17,0.0,2.0,3.0,1.0,3.0
2021-04-03,19,3,19,1,4,132,46,46,18,18,0.0,3.0,4.0,2.0,0.0
2021-04-04,20,4,20,2,5,133,47,47,19,19,1.0,4.0,5.0,3.0,1.0
2021-04-05,21,0,21,3,0,134,48,48,20,20,2.0,5.0,6.0,4.0,2.0
2021-04-06,22,1,22,4,1,135,49,49,21,21,3.0,6.0,7.0,0.0,3.0
2021-04-07,23,2,23,5,2,136,50,50,22,22,4.0,7.0,8.0,0.0,4.0
2021-04-08,24,3,24,6,0,137,51,51,23,23,5.0,8.0,9.0,1.0,5.0
2021-04-09,25,0,25,7,1,138,52,52,24,24,6.0,9.0,10.0,2.0,6.0
2021-04-10,26,0,26,8,0,139,53,0,25,25,7.0,10.0,11.0,0.0,7.0
2021-04-11,27,0,27,9,0,140,54,1,26,26,8.0,11.0,12.0,1.0,0.0
2021-04-12,28,0,28,10,0,141,55,2,27,27,9.0,12.0,13.0,2.0,1.0
2021-04-13,29,1,29,11,0,142,56,3,28,28,10.0,13.0,14.0,3.0,0.0
2021-04-14,30,0,30,12,1,143,57,4,29,29,11.0,14.0,15.0,4.0,0.0
2021-04-15,31,1,31,13,2,144,58,5,30,30,12.0,15.0,16.0,5.0,0.0
2021-04-16,32,2,32,14,3,145,59,6,31,31,13.0,16.0,0.0,6.0,0.0
2021-04-17,33,3,33,15,4,146,60,7,32,32,14.0,17.0,1.0,7.0,1.0
2021-04-18,34,4,34,16,5,147,61,8,33,33,15.0,18.0,2.0,0.0,2.0
2021-04-19,35,5,35,17,6,148,0,9,34,34,16.0,0.0,0.0,0.0,3.0
2021-04-20,36,0,36,18,0,149,0,0,35,35,17.0,0.0,0.0,1.0,4.0
2021-04-21,37,0,37,0,1,150,1,0,36,36,18.0,0.0,0.0,2.0,5.0
2021-04-22,38,1,38,1,2,151,2,1,37,37,19.0,1.0,0.0,3.0,6.0
2021-04-23,39,2,39,0,3,152,0,0,38,38,20.0,0.0,0.0,0.0,7.0
2021-04-24,40,3,40,1,4,153,0,1,39,39,21.0,0.0,0.0,0.0,8.0
2021-04-25,41,4,41,2,5,154,0,2,40,40,22.0,1.0,0.0,1.0,9.0
2021-04-26,0,5,42,0,6,155,1,3,41,41,23.0,2.0,1.0,2.0,10.0
2021-04-27,1,6,43,1,7,156,2,4,42,42,0.0,3.0,2.0,3.0,11.0
2021-04-28,2,7,44,2,8,157,3,5,43,43,1.0,4.0,3.0,0.0,12.0
2021-04-29,3,8,45,3,9,158,4,6,44,44,2.0,5.0,4.0,0.0,13.0
2021-04-30,4,9,46,4,10,159,5,7,45,45,3.0,6.0,5.0,0.0,14.0
2021-05-01,0,10,0,0,11,160,6,8,46,46,4.0,7.0,6.0,0.0,15.0
2021-05-02,1,11,0,1,12,161,7,9,47,47,0.0,8.0,7.0,1.0,16.0
2021-05-03,2,12,1,2,13,162,0,10,48,48,0.0,9.0,0.0,0.0,17.0
2021-05-04,3,13,2,3,14,163,1,11,49,0,1.0,0.0,1.0,0.0,18.0
2021-05-05,4,0,3,4,0,164,2,12,0,1,2.0,1.0,2.0,0.0,19.0
2021-05-06,0,1,4,0,1,165,3,13,1,2,3.0,2.0,3.0,0.0,20.0
2021-05-07,1,2,5,1,2,166,4,14,0,3,0.0,3.0,4.0,1.0,21.0
2021-05-08,2,3,6,2,3,167,5,15,1,4,1.0,4.0,5.0,2.0,22.0
2021-05-09,3,4,7,3,4,168,6,16,2,5,2.0,0.0,6.0,0.0,23.0
2021-05-10,4,0,8,4,0,169,7,0,3,6,3.0,1.0,7.0,1.0,24.0
2021-05-11,5,0,9,5,0,170,8,1,4,7,4.0,2.0,8.0,2.0,25.0
2021-05-12,6,1,10,6,1,171,9,2,5,8,5.0,3.0,9.0,3.0,26.0
2021-05-13,7,2,11,7,2,172,10,3,6,9,6.0,0.0,0.0,4.0,27.0
2021-05-14,8,0,12,8,3,173,11,4,7,10,0.0,0.0,1.0,5.0,28.0
2021-05-15,9,1,13,9,4,174,12,5,0,11,1.0,1.0,2.0,6.0,29.0
2021-05-16,10,2,14,10,5,175,13,6,1,12,2.0,2.0,3.0,7.0,30.0
2021-05-17,11,3,15,11,6,176,14,7,2,13,0.0,3.0,4.0,8.0,31.0
2021-05-18,12,0,16,12,0,177,15,8,3,14,1.0,4.0,5.0,9.0,32.0
2021-05-19,13,0,17,13,0,178,16,0,4,15,2.0,5.0,6.0,10.0,33.0
2021-05-20,14,0,18,14,0,179,17,0,5,16,3.0,0.0,0.0,11.0,34.0
2021-05-21,15,0,19,15,0,180,0,0,6,17,4.0,0.0,0.0,12.0,35.0
2021-05-22,16,0,20,16,0,181,0,0,7,18,5.0,1.0,0.0,0.0,36.0
2021-05-23,17,1,21,17,1,182,1,0,8,19,6.0,2.0,1.0,1.0,37.0
2021-05-24,0,2,0,18,2,0,2,0,9,20,7.0,3.0,2.0,2.0,38.0
2021-05-25,1,3,1,19,3,1,3,1,10,21,8.0,4.0,0.0,0.0,39.0
2021-05-26,2,4,2,0,4,2,4,2,11,22,9.0,0.0,0.0,0.0,40.0
2021-05-27,3,5,0,0,5,3,5,3,12,23,0.0,1.0,0.0,0.0,41.0
2021-05-28,0,6,1,0,0,4,6,4,13,0,0.0,2.0,1.0,0.0,0.0
2021-05-29,0,0,0,0,0,5,7,5,14,1,0.0,3.0,2.0,1.0,0.0
2021-05-30,0,1,0,0,1,6,8,6,0,0,0.0,0.0,0.0,2.0,0.0
2021-05-31,1,2,1,1,2,7,9,7,1,1,1.0,0.0,1.0,0.0,1.0
2021-06-01,2,3,2,2,3,8,10,8,2,2,2.0,0.0,2.0,1.0,2.0
2021-06-02,3,4,3,3,4,9,11,9,3,3,3.0,1.0,3.0,2.0,3.0
2021-06-03,4,5,4,4,5,10,12,10,4,4,4.0,2.0,4.0,3.0,4.0
2021-06-04,5,6,5,5,6,11,13,11,5,5,5.0,3.0,5.0,4.0,5.0
2021-06-05,6,7,6,6,7,12,14,12,6,6,6.0,4.0,6.0,5.0,6.0
2021-06-06,7,8,7,7,8,13,15,13,7,7,7.0,0.0,0.0,6.0,7.0
2021-06-07,8,0,8,8,0,14,16,14,8,8,8.0,0.0,1.0,7.0,8.0
2021-06-08,9,0,9,9,0,15,17,15,9,9,9.0,1.0,0.0,8.0,9.0
2021-06-09,10,1,10,10,1,16,18,16,10,10,10.0,2.0,1.0,9.0,10.0
