,Edmonton,Fredericton,Ottawa,St. John's,Moncton,Calgary,Montreal,Toronto,Vancouver,Victoria,Quebec,Regina,Saskatoon,Winnipeg,Halifax
2021-02-21,33,52,19,17,15.0,0.0,35.0,35.0,37.0,0.0,1.0,2.0,0.0,1.0,0.0
2021-02-22,0,53,20,18,16.0,0.0,36.0,36.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
2021-02-23,1,54,21,19,17.0,1.0,37.0,37.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0
2021-02-24,2,55,22,20,18.0,2.0,38.0,38.0,2.0,2.0,4.0,2.0,0.0,2.0,3.0
2021-02-25,0,56,23,21,19.0,3.0,39.0,39.0,3.0,3.0,5.0,0.0,0.0,0.0,4.0
2021-02-26,1,57,24,22,20.0,4.0,40.0,40.0,4.0,4.0,6.0,0.0,1.0,0.0,5.0
2021-02-27,2,58,25,23,21.0,5.0,41.0,41.0,5.0,5.0,7.0,1.0,2.0,1.0,0.0
2021-02-28,3,59,26,24,22.0,6.0,42.0,42.0,6.0,6.0,0.0,2.0,3.0,2.0,0.0
2021-03-01,0,60,27,25,23.0,7.0,43.0,43.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0
2021-03-02,1,61,28,26,24.0,8.0,44.0,44.0,1.0,8.0,1.0,0.0,1.0,0.0,1.0
2021-03-03,2,62,29,27,25.0,9.0,45.0,0.0,2.0,9.0,2.0,0.0,2.0,0.0,2.0
2021-03-04,0,63,30,28,26.0,10.0,46.0,1.0,3.0,10.0,3.0,1.0,3.0,0.0,3.0
2021-03-05,1,64,31,29,27.0,11.0,47.0,2.0,4.0,11.0,4.0,0.0,0.0,0.0,4.0
2021-03-06,2,65,32,30,28.0,12.0,48.0,3.0,5.0,12.0,5.0,1.0,1.0,0.0,5.0
2021-03-07,3,66,33,31,29.0,13.0,49.0,4.0,6.0,13.0,6.0,0.0,0.0,0.0,0.0
2021-03-08,4,67,34,32,30.0,14.0,50.0,5.0,0.0,14.0,7.0,0.0,0.0,0.0,1.0
2021-03-09,5,68,35,33,31.0,15.0,51.0,6.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
2021-03-10,6,0,0,0,32.0,16.0,52.0,0.0,2.0,16.0,0.0,1.0,1.0,0.0,0.0
2021-03-11,7,1,0,1,0.0,17.0,0.0,0.0,3.0,17.0,0.0,2.0,2.0,1.0,0.0
2021-03-12,8,2,1,0,0.0,18.0,1.0,1.0,4.0,18.0,0.0,0.0,3.0,0.0,1.0
2021-03-13,0,3,2,1,1.0,19.0,2.0,2.0,0.0,19.0,1.0,0.0,0.0,0.0,2.0
2021-03-14,1,4,3,2,2.0,0.0,3.0,3.0,1.0,20.0,2.0,0.0,0.0,0.0,3.0
2021-03-15,2,5,4,3,3.0,1.0,4.0,4.0,2.0,21.0,3.0,0.0,0.0,0.0,4.0
2021-03-16,0,6,5,4,4.0,2.0,5.0,5.0,3.0,22.0,4.0,0.0,1.0,0.0,5.0
2021-03-17,0,7,6,5,0.0,0.0,6.0,6.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0
2021-03-18,0,8,7,6,0.0,0.0,0.0,7.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,0,9,8,0,1.0,1.0,1.0,8.0,6.0,25.0,1.0,0.0,0.0,0.0,1.0
2021-03-20,0,10,9,1,2.0,2.0,2.0,9.0,7.0,26.0,2.0,0.0,0.0,0.0,2.0
2021-03-21,1,11,10,2,0.0,3.0,0.0,0.0,8.0,27.0,0.0,1.0,1.0,0.0,0.0
2021-03-22,2,12,11,0,0.0,4.0,0.0,0.0,9.0,28.0,0.0,2.0,2.0,0.0,0.0
2021-03-23,0,0,0,0,0.0,5.0,0.0,0.0,10.0,29.0,0.0,3.0,3.0,1.0,0.0
2021-03-24,0,0,0,0,0.0,6.0,0.0,0.0,11.0,30.0,0.0,0.0,0.0,2.0,0.0
2021-03-25,1,0,0,0,0.0,7.0,0.0,0.0,12.0,31.0,0.0,0.0,1.0,3.0,0.0
2021-03-26,2,1,1,0,0.0,8.0,1.0,1.0,13.0,32.0,0.0,1.0,2.0,0.0,0.0
2021-03-27,3,2,2,1,1.0,9.0,2.0,2.0,14.0,33.0,1.0,2.0,0.0,1.0,0.0
2021-03-28,0,3,0,2,2.0,0.0,0.0,3.0,15.0,34.0,2.0,0.0,0.0,2.0,1.0
2021-03-29,1,4,1,3,3.0,1.0,1.0,4.0,16.0,35.0,3.0,1.0,1.0,0.0,0.0
2021-03-30,2,5,0,4,0.0,2.0,0.0,0.0,17.0,36.0,0.0,2.0,2.0,1.0,0.0
2021-03-31,3,0,0,5,1.0,3.0,1.0,1.0,18.0,37.0,0.0,0.0,0.0,2.0,0.0
2021-04-01,0,1,1,6,2.0,4.0,2.0,2.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0
2021-04-02,1,2,2,7,3.0,5.0,3.0,3.0,20.0,39.0,1.0,0.0,0.0,0.0,1.0
2021-04-03,2,3,3,8,4.0,6.0,4.0,4.0,21.0,40.0,2.0,0.0,0.0,0.0,2.0
2021-04-04,3,4,4,9,5.0,7.0,0.0,0.0,22.0,41.0,3.0,0.0,0.0,0.0,3.0
2021-04-05,4,5,0,10,6.0,8.0,0.0,0.0,23.0,42.0,4.0,0.0,0.0,0.0,4.0
2021-04-06,5,6,0,11,7.0,9.0,0.0,1.0,24.0,43.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,0,7,0,12,8.0,0.0,0.0,0.0,25.0,44.0,0.0,1.0,0.0,0.0,0.0
2021-04-08,1,8,0,13,9.0,1.0,0.0,0.0,26.0,45.0,0.0,0.0,1.0,0.0,0.0
2021-04-09,2,0,0,14,0.0,2.0,0.0,1.0,27.0,46.0,0.0,0.0,0.0,0.0,0.0
2021-04-10,3,1,0,15,1.0,3.0,1.0,2.0,28.0,47.0,0.0,0.0,0.0,0.0,0.0
2021-04-11,4,2,0,16,2.0,4.0,0.0,3.0,29.0,48.0,0.0,1.0,1.0,0.0,0.0
2021-04-12,5,3,1,17,3.0,5.0,0.0,4.0,30.0,49.0,0.0,2.0,2.0,1.0,1.0
2021-04-13,6,4,2,18,4.0,6.0,1.0,5.0,31.0,0.0,0.0,3.0,3.0,2.0,2.0
2021-04-14,0,5,3,19,5.0,7.0,2.0,6.0,32.0,0.0,0.0,4.0,4.0,3.0,3.0
2021-04-15,0,6,4,20,6.0,8.0,3.0,7.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0
2021-04-16,0,7,5,21,7.0,9.0,4.0,8.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0
2021-04-17,1,8,6,22,8.0,10.0,5.0,9.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0
2021-04-18,2,9,7,23,9.0,11.0,6.0,10.0,1.0,1.0,0.0,1.0,1.0,7.0,2.0
2021-04-19,3,10,8,0,10.0,12.0,7.0,11.0,0.0,2.0,0.0,2.0,2.0,8.0,0.0
2021-04-20,4,0,9,1,11.0,13.0,8.0,12.0,1.0,3.0,0.0,3.0,3.0,9.0,0.0
2021-04-21,5,1,10,2,12.0,14.0,9.0,13.0,2.0,4.0,1.0,4.0,4.0,10.0,0.0
2021-04-22,6,2,11,3,13.0,15.0,10.0,14.0,0.0,5.0,2.0,5.0,5.0,0.0,1.0
2021-04-23,7,3,12,4,14.0,16.0,11.0,15.0,1.0,6.0,0.0,6.0,6.0,1.0,2.0
2021-04-24,8,4,13,5,15.0,17.0,12.0,0.0,2.0,7.0,0.0,7.0,7.0,2.0,0.0
2021-04-25,9,0,14,6,0.0,18.0,0.0,1.0,3.0,8.0,0.0,8.0,8.0,3.0,0.0
2021-04-26,10,1,15,7,1.0,19.0,1.0,2.0,4.0,9.0,1.0,9.0,0.0,4.0,1.0
2021-04-27,11,2,16,8,2.0,20.0,2.0,3.0,5.0,10.0,0.0,10.0,1.0,0.0,2.0
2021-04-28,12,0,17,9,3.0,21.0,3.0,4.0,6.0,11.0,0.0,11.0,2.0,1.0,0.0
2021-04-29,13,1,18,10,4.0,22.0,4.0,5.0,0.0,12.0,0.0,12.0,3.0,2.0,0.0
2021-04-30,0,2,19,0,5.0,0.0,5.0,6.0,1.0,13.0,1.0,0.0,4.0,3.0,1.0
2021-05-01,1,3,20,1,6.0,1.0,6.0,7.0,2.0,14.0,2.0,0.0,0.0,0.0,2.0
2021-05-02,2,4,21,2,7.0,2.0,7.0,8.0,3.0,15.0,3.0,1.0,1.0,1.0,0.0
2021-05-03,3,5,22,3,8.0,3.0,8.0,9.0,4.0,16.0,4.0,2.0,2.0,2.0,1.0
2021-05-04,4,6,23,4,9.0,4.0,9.0,10.0,5.0,17.0,5.0,3.0,3.0,3.0,0.0
2021-05-05,5,7,24,5,10.0,5.0,10.0,11.0,6.0,18.0,6.0,4.0,4.0,4.0,1.0
2021-05-06,6,8,25,6,11.0,6.0,11.0,12.0,0.0,19.0,7.0,5.0,5.0,0.0,2.0
2021-05-07,7,9,26,7,12.0,7.0,12.0,13.0,1.0,20.0,8.0,0.0,6.0,1.0,3.0
2021-05-08,8,10,27,8,13.0,8.0,13.0,14.0,2.0,21.0,0.0,1.0,7.0,2.0,4.0
2021-05-09,9,11,28,9,14.0,9.0,14.0,15.0,3.0,22.0,0.0,0.0,0.0,3.0,0.0
2021-05-10,10,12,29,10,15.0,10.0,15.0,16.0,4.0,23.0,0.0,0.0,0.0,4.0,0.0
2021-05-11,11,13,30,11,16.0,11.0,16.0,17.0,5.0,24.0,1.0,0.0,0.0,5.0,0.0
2021-05-12,12,14,31,12,17.0,12.0,17.0,18.0,6.0,25.0,2.0,1.0,1.0,0.0,1.0
2021-05-13,13,15,32,13,18.0,13.0,18.0,19.0,7.0,26.0,0.0,2.0,0.0,1.0,0.0
2021-05-14,14,16,33,14,19.0,14.0,19.0,20.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0
2021-05-15,15,17,34,15,20.0,15.0,20.0,0.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0
2021-05-16,16,18,0,16,21.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-05-17,17,19,1,17,22.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2021-05-18,18,20,2,18,23.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0
2021-05-19,19,21,0,19,24.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0
2021-05-20,20,22,1,20,25.0,3.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,4.0,0.0
2021-05-21,21,23,0,0,26.0,4.0,0.0,0.0,5.0,5.0,0.0,3.0,3.0,5.0,1.0
2021-05-22,22,24,1,1,27.0,5.0,0.0,0.0,6.0,6.0,0.0,4.0,4.0,6.0,2.0
2021-05-23,23,25,2,2,0.0,6.0,1.0,1.0,7.0,7.0,0.0,5.0,5.0,7.0,0.0
2021-05-24,24,26,3,3,1.0,7.0,2.0,2.0,8.0,8.0,1.0,6.0,6.0,0.0,1.0
2021-05-25,25,27,4,4,2.0,8.0,0.0,0.0,9.0,9.0,2.0,7.0,7.0,1.0,2.0
2021-05-26,26,0,5,5,0.0,9.0,1.0,1.0,10.0,10.0,3.0,8.0,8.0,2.0,0.0
2021-05-27,27,1,6,6,1.0,10.0,2.0,2.0,11.0,11.0,4.0,9.0,9.0,3.0,1.0
2021-05-28,28,2,7,7,2.0,11.0,3.0,3.0,12.0,12.0,5.0,10.0,10.0,4.0,2.0
2021-05-29,29,3,8,8,3.0,12.0,4.0,4.0,13.0,13.0,6.0,11.0,11.0,5.0,3.0
2021-05-30,30,4,9,9,4.0,13.0,5.0,5.0,14.0,14.0,7.0,12.0,12.0,6.0,4.0
2021-05-31,31,5,10,10,5.0,14.0,6.0,6.0,15.0,0.0,8.0,13.0,13.0,7.0,5.0
2021-06-01,32,6,11,0,6.0,15.0,7.0,7.0,0.0,0.0,0.0,14.0,0.0,8.0,6.0
2021-06-02,0,7,12,0,7.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-06-03,0,8,13,0,8.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2021-06-04,0,0,14,1,0.0,0.0,0.0,10.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0
2021-06-05,1,1,0,2,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
2021-06-06,2,0,0,3,2.0,2.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0
2021-06-07,3,0,0,4,0.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0
2021-06-08,4,0,0,0,0.0,4.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
2021-06-09,5,1,1,1,1.0,5.0,0.0,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0
2021-06-10,6,2,2,2,2.0,6.0,1.0,2.0,0.0,8.0,2.0,0.0,2.0,0.0,1.0
2021-06-11,7,3,3,3,3.0,7.0,2.0,3.0,1.0,9.0,3.0,1.0,3.0,0.0,2.0
2021-06-12,8,4,4,4,4.0,8.0,3.0,4.0,2.0,10.0,0.0,2.0,4.0,0.0,3.0
2021-06-13,0,5,0,5,5.0,0.0,0.0,5.0,3.0,11.0,0.0,3.0,5.0,0.0,4.0
2021-06-14,0,0,1,6,0.0,0.0,1.0,6.0,4.0,12.0,1.0,0.0,0.0,1.0,5.0
2021-06-15,1,1,2,7,1.0,0.0,2.0,7.0,5.0,13.0,2.0,0.0,0.0,2.0,6.0
2021-06-16,2,2,3,8,2.0,1.0,3.0,8.0,6.0,14.0,0.0,1.0,1.0,3.0,7.0
2021-06-17,3,3,4,9,3.0,0.0,4.0,9.0,7.0,15.0,1.0,0.0,0.0,4.0,8.0
2021-06-18,4,4,5,10,4.0,0.0,5.0,10.0,8.0,16.0,0.0,0.0,0.0,5.0,9.0
2021-06-19,5,5,6,11,5.0,1.0,6.0,11.0,9.0,17.0,1.0,0.0,0.0,0.0,10.0
2021-06-20,6,6,7,12,6.0,2.0,7.0,12.0,10.0,0.0,0.0,0.0,0.0,1.0,11.0
2021-06-21,7,0,8,13,0.0,0.0,8.0,13.0,11.0,0.0,1.0,0.0,0.0,2.0,0.0
2021-06-22,0,1,9,0,1.0,0.0,9.0,14.0,12.0,1.0,2.0,0.0,0.0,0.0,1.0
2021-06-23,1,2,10,1,2.0,0.0,10.0,15.0,13.0,2.0,3.0,1.0,1.0,0.0,2.0
2021-06-24,2,3,11,2,3.0,1.0,0.0,16.0,14.0,3.0,0.0,2.0,0.0,1.0,3.0
2021-06-25,3,4,12,3,4.0,2.0,1.0,17.0,15.0,0.0,0.0,3.0,0.0,2.0,4.0
2021-06-26,0,5,13,4,5.0,3.0,2.0,18.0,0.0,0.0,1.0,4.0,1.0,0.0,5.0
2021-06-27,1,6,0,5,6.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
2021-06-28,0,7,0,6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2021-06-29,0,0,1,7,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021-06-30,0,1,2,8,9.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0
2021-07-01,0,2,3,9,10.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
2021-07-02,1,3,4,10,11.0,1.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0
2021-07-03,2,4,5,11,12.0,2.0,5.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0
2021-07-04,3,5,6,12,13.0,3.0,6.0,5.0,5.0,5.0,4.0,1.0,1.0,0.0,3.0
2021-07-05,4,6,7,13,14.0,4.0,7.0,6.0,6.0,6.0,5.0,2.0,2.0,1.0,0.0
2021-07-06,5,7,8,14,15.0,5.0,8.0,0.0,7.0,7.0,0.0,3.0,3.0,2.0,0.0
2021-07-07,6,8,9,15,16.0,6.0,9.0,1.0,8.0,8.0,1.0,4.0,4.0,3.0,0.0
2021-07-08,7,9,10,16,17.0,7.0,10.0,2.0,9.0,9.0,2.0,5.0,0.0,4.0,0.0
2021-07-09,8,10,11,17,18.0,8.0,11.0,3.0,10.0,10.0,3.0,0.0,0.0,0.0,1.0
2021-07-10,9,11,12,18,19.0,0.0,12.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0
2021-07-11,10,12,13,19,20.0,1.0,13.0,5.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0
2021-07-12,11,13,14,20,21.0,2.0,14.0,6.0,2.0,13.0,1.0,1.0,0.0,0.0,1.0
2021-07-13,12,14,15,21,22.0,3.0,15.0,7.0,3.0,14.0,2.0,2.0,0.0,1.0,2.0
2021-07-14,0,15,16,22,23.0,0.0,16.0,8.0,4.0,15.0,0.0,0.0,0.0,2.0,0.0
2021-07-15,1,16,17,23,24.0,1.0,17.0,9.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0
2021-07-16,2,17,18,24,25.0,2.0,18.0,10.0,6.0,17.0,1.0,0.0,0.0,1.0,0.0
2021-07-17,3,18,19,25,26.0,3.0,19.0,11.0,7.0,18.0,2.0,0.0,1.0,0.0,0.0
2021-07-18,4,19,20,26,27.0,4.0,20.0,12.0,8.0,19.0,3.0,0.0,2.0,0.0,0.0
2021-07-19,5,20,21,27,28.0,5.0,21.0,13.0,9.0,20.0,4.0,0.0,3.0,1.0,1.0
2021-07-20,6,21,22,28,29.0,6.0,22.0,14.0,10.0,21.0,5.0,1.0,0.0,2.0,2.0
2021-07-21,7,22,23,29,30.0,7.0,23.0,15.0,11.0,22.0,6.0,0.0,0.0,0.0,3.0
2021-07-22,8,23,24,30,31.0,8.0,24.0,16.0,12.0,23.0,7.0,0.0,0.0,0.0,4.0
2021-07-23,9,24,25,31,32.0,9.0,25.0,17.0,13.0,24.0,8.0,1.0,1.0,0.0,0.0
2021-07-24,10,25,26,32,33.0,10.0,26.0,18.0,14.0,25.0,9.0,0.0,2.0,1.0,1.0
2021-07-25,11,26,27,33,34.0,0.0,27.0,19.0,15.0,26.0,10.0,0.0,0.0,2.0,2.0
2021-07-26,12,27,28,34,35.0,1.0,28.0,20.0,16.0,27.0,11.0,0.0,0.0,0.0,0.0
2021-07-27,13,28,29,35,36.0,2.0,29.0,21.0,17.0,28.0,12.0,0.0,0.0,0.0,1.0
2021-07-28,14,29,30,36,37.0,3.0,30.0,22.0,0.0,29.0,13.0,1.0,1.0,0.0,2.0
2021-07-29,15,30,31,37,38.0,4.0,31.0,23.0,1.0,30.0,14.0,2.0,2.0,0.0,3.0
2021-07-30,16,31,32,38,39.0,5.0,32.0,24.0,2.0,0.0,15.0,3.0,3.0,0.0,4.0
2021-07-31,0,32,33,39,40.0,6.0,33.0,25.0,0.0,1.0,16.0,0.0,0.0,1.0,5.0
2021-08-01,1,33,34,40,41.0,0.0,34.0,26.0,0.0,2.0,17.0,1.0,0.0,2.0,6.0
2021-08-02,2,34,35,41,42.0,1.0,35.0,27.0,1.0,3.0,18.0,2.0,0.0,3.0,7.0
2021-08-03,3,35,36,42,43.0,0.0,36.0,28.0,2.0,4.0,19.0,3.0,1.0,0.0,8.0
2021-08-04,0,36,37,43,44.0,0.0,37.0,29.0,0.0,5.0,0.0,0.0,2.0,1.0,9.0
2021-08-05,0,37,38,44,45.0,0.0,38.0,30.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2021-08-06,1,38,39,45,46.0,1.0,39.0,31.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0
2021-08-07,2,39,40,46,47.0,2.0,0.0,32.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0
2021-08-08,3,40,41,47,48.0,3.0,1.0,33.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0
2021-08-09,4,41,42,48,49.0,4.0,0.0,34.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0
2021-08-10,5,42,43,49,50.0,5.0,1.0,35.0,5.0,5.0,0.0,3.0,3.0,2.0,5.0
2021-08-11,6,43,44,50,51.0,6.0,2.0,36.0,6.0,6.0,1.0,4.0,4.0,3.0,0.0
2021-08-12,7,44,0,51,52.0,7.0,0.0,37.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0
2021-08-13,0,0,1,52,0.0,8.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
2021-08-14,0,0,2,53,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2021-08-15,0,1,3,0,1.0,0.0,2.0,40.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2021-08-16,1,2,4,0,2.0,1.0,3.0,41.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0
2021-08-17,2,3,5,1,3.0,2.0,4.0,42.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0
2021-08-18,3,4,6,0,4.0,3.0,5.0,43.0,3.0,5.0,0.0,2.0,3.0,1.0,0.0
2021-08-19,4,0,7,0,5.0,4.0,6.0,0.0,4.0,6.0,0.0,3.0,4.0,2.0,0.0
2021-08-20,5,0,0,1,6.0,5.0,0.0,1.0,5.0,7.0,0.0,4.0,5.0,3.0,1.0
2021-08-21,6,1,0,2,7.0,6.0,0.0,2.0,6.0,8.0,0.0,5.0,6.0,4.0,0.0
2021-08-22,7,2,0,3,8.0,7.0,0.0,0.0,7.0,9.0,0.0,6.0,7.0,5.0,1.0
2021-08-23,8,3,1,4,9.0,8.0,0.0,0.0,8.0,10.0,0.0,7.0,8.0,6.0,2.0
2021-08-24,9,4,0,5,10.0,9.0,0.0,0.0,9.0,11.0,0.0,8.0,9.0,7.0,3.0
2021-08-25,10,0,0,6,11.0,10.0,0.0,0.0,10.0,12.0,0.0,9.0,10.0,8.0,0.0
2021-08-26,11,0,0,7,12.0,11.0,0.0,0.0,11.0,13.0,0.0,10.0,11.0,9.0,0.0
2021-08-27,12,1,1,8,13.0,12.0,1.0,1.0,12.0,14.0,1.0,11.0,12.0,10.0,0.0
2021-08-28,13,2,2,9,14.0,13.0,2.0,2.0,13.0,15.0,2.0,12.0,13.0,0.0,1.0
2021-08-29,0,3,3,10,15.0,14.0,3.0,0.0,14.0,16.0,3.0,13.0,14.0,1.0,0.0
2021-08-30,1,4,4,11,16.0,15.0,0.0,1.0,15.0,17.0,0.0,0.0,0.0,0.0,1.0
2021-08-31,2,5,5,12,17.0,16.0,0.0,2.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,3,6,6,13,18.0,17.0,1.0,3.0,17.0,19.0,0.0,0.0,1.0,0.0,0.0
2021-09-02,4,7,7,0,19.0,18.0,2.0,4.0,18.0,20.0,1.0,1.0,2.0,0.0,0.0
2021-09-03,5,8,8,1,20.0,19.0,3.0,5.0,19.0,21.0,0.0,2.0,3.0,0.0,1.0
2021-09-04,6,9,9,2,21.0,20.0,4.0,6.0,20.0,22.0,0.0,3.0,4.0,1.0,2.0
2021-09-05,7,10,10,3,22.0,21.0,5.0,7.0,21.0,23.0,1.0,4.0,0.0,2.0,3.0
2021-09-06,8,11,11,4,23.0,22.0,6.0,8.0,22.0,24.0,0.0,0.0,0.0,0.0,4.0
2021-09-07,9,12,12,5,24.0,23.0,7.0,9.0,23.0,25.0,1.0,0.0,0.0,1.0,0.0
2021-09-08,0,13,13,6,25.0,24.0,8.0,10.0,0.0,26.0,2.0,0.0,0.0,0.0,1.0
2021-09-09,1,14,14,7,26.0,25.0,9.0,11.0,0.0,27.0,0.0,0.0,0.0,0.0,2.0
2021-09-10,2,15,15,0,27.0,26.0,10.0,12.0,1.0,28.0,0.0,1.0,1.0,0.0,3.0
2021-09-11,3,16,16,1,28.0,27.0,11.0,13.0,2.0,29.0,0.0,2.0,2.0,1.0,0.0
2021-09-12,4,17,17,2,29.0,28.0,12.0,14.0,3.0,30.0,0.0,0.0,0.0,2.0,0.0
2021-09-13,5,18,18,3,30.0,29.0,13.0,15.0,4.0,31.0,0.0,1.0,1.0,0.0,0.0
2021-09-14,6,19,19,4,31.0,30.0,14.0,0.0,5.0,32.0,0.0,2.0,0.0,0.0,1.0
2021-09-15,7,20,20,5,32.0,31.0,15.0,1.0,6.0,33.0,0.0,3.0,1.0,0.0,0.0
2021-09-16,8,21,21,6,33.0,32.0,16.0,2.0,7.0,34.0,0.0,4.0,2.0,1.0,0.0
2021-09-17,9,22,22,0,34.0,33.0,17.0,3.0,8.0,35.0,0.0,5.0,3.0,2.0,1.0
2021-09-18,10,23,23,0,35.0,34.0,18.0,4.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0
2021-09-19,11,24,24,1,36.0,35.0,19.0,5.0,10.0,37.0,1.0,1.0,1.0,0.0,0.0
2021-09-20,12,25,25,2,37.0,36.0,20.0,6.0,11.0,38.0,2.0,2.0,2.0,1.0,0.0
2021-09-21,13,26,26,3,38.0,37.0,21.0,7.0,12.0,39.0,0.0,3.0,3.0,2.0,0.0
2021-09-22,14,27,27,0,39.0,38.0,22.0,8.0,13.0,40.0,1.0,0.0,4.0,3.0,0.0
2021-09-23,15,28,28,1,40.0,39.0,0.0,9.0,14.0,41.0,2.0,1.0,5.0,4.0,0.0
2021-09-24,16,0,29,2,41.0,40.0,1.0,10.0,15.0,0.0,3.0,2.0,6.0,5.0,0.0
2021-09-25,17,1,30,3,42.0,41.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0
2021-09-26,18,2,31,4,43.0,0.0,3.0,12.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0
2021-09-27,0,3,32,5,44.0,0.0,4.0,13.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0
2021-09-28,1,4,33,0,45.0,1.0,5.0,14.0,3.0,4.0,3.0,0.0,0.0,0.0,3.0
2021-09-29,2,5,34,1,46.0,2.0,6.0,15.0,4.0,5.0,4.0,0.0,0.0,0.0,4.0
2021-09-30,3,6,35,2,47.0,0.0,7.0,16.0,5.0,6.0,5.0,0.0,0.0,0.0,5.0
2021-10-01,4,7,36,3,48.0,1.0,8.0,17.0,6.0,7.0,6.0,0.0,0.0,0.0,6.0
2021-10-02,5,8,37,4,49.0,2.0,9.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,7.0
2021-10-03,6,9,38,5,50.0,3.0,10.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,8.0
2021-10-04,7,10,39,6,51.0,4.0,11.0,2.0,9.0,10.0,0.0,1.0,1.0,0.0,9.0
2021-10-05,8,11,40,7,52.0,0.0,12.0,3.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0
2021-10-06,9,12,41,8,53.0,1.0,13.0,4.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0
2021-10-07,10,13,42,9,54.0,2.0,14.0,5.0,12.0,13.0,0.0,1.0,1.0,0.0,0.0
2021-10-08,11,14,43,10,55.0,3.0,15.0,6.0,13.0,14.0,1.0,2.0,2.0,1.0,1.0
2021-10-09,12,15,44,11,56.0,4.0,16.0,7.0,14.0,15.0,0.0,0.0,0.0,2.0,2.0
2021-10-10,13,16,45,12,57.0,5.0,17.0,8.0,15.0,16.0,1.0,1.0,1.0,3.0,3.0
2021-10-11,14,17,0,13,0.0,6.0,0.0,9.0,16.0,17.0,0.0,2.0,2.0,4.0,0.0
2021-10-12,15,0,0,14,0.0,7.0,0.0,10.0,17.0,18.0,0.0,3.0,3.0,5.0,0.0
2021-10-13,16,0,1,15,0.0,8.0,0.0,0.0,18.0,19.0,0.0,4.0,4.0,6.0,0.0
